Build Type,Date, Time, Application,Environment,Release,Publish Type,App Job Name, App Job Build Number,Spinner Job Name, Spinner Job Build Number,App Job Duration,Spinner Job Duration,Total Execution,Total Time (In mins.secs)
Auto,8/5/2016,08:48:28,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,547,PLM-WINDPLM-DB,476,9 mins 32 secs,0 mins 40 secs,10 mins 12 secs,10.12
Auto,8/5/2016,09:03:46,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,548,PLM-WINDPLM-DB,477,15 mins 4 secs,0 mins 43 secs,15 mins 47 secs,15.47
Manual,8/5/2016,09:39:03,ENERGYPLM,QA1,Release_6_1_10,app,PLM-ENERGYPLM-APP,303,,,17 mins 26 secs,,17 mins 26 secs,17.26
Auto,8/5/2016,10:58:57,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,549,PLM-WINDPLM-DB,478,17 mins 32 secs,0 mins 52 secs,18 mins 25 secs,18.25
Manual,8/5/2016,11:28:17,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,550,PLM-WINDPLM-DB,479,20 mins 5 secs,1 mins 28 secs,21 mins 34 secs,21.34
Manual,8/5/2016,12:10:07,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,13,PLM-NuclearPLM-DB,7,72 mins 21 secs,2 mins 8 secs,74 mins 30 secs,74.30
Auto,8/6/2016,00:03:06,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,552,PLM-WINDPLM-DB,480,19 mins 44 secs,0 mins 49 secs,20 mins 34 secs,20.34
Auto,8/6/2016,03:20:21,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,553,,,19 mins 35 secs,,19 mins 35 secs,19.35
Auto,8/6/2016,07:00:13,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,554,PLM-WINDPLM-DB,481,20 mins 16 secs,1 mins 3 secs,21 mins 20 secs,21.20
Manual,8/8/2016,04:53:50,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,304,PLM-ENERGYPLM-DB,229,10 mins 34 secs,0 mins 51 secs,11 mins 26 secs,11.26
Auto,8/8/2016,05:20:24,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,555,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/8/2016,05:37:55,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,556,PLM-WINDPLM-DB,482,6 mins 11 secs,0 mins 50 secs,7 mins 2 secs,7.2
Auto,8/8/2016,06:17:56,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,557,PLM-WINDPLM-DB,483,6 mins 21 secs,0 mins 46 secs,7 mins 7 secs,7.7
Auto,8/8/2016,06:48:23,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,558,PLM-WINDPLM-DB,484,20 mins 4 secs,0 mins 52 secs,20 mins 56 secs,20.56
Auto,8/8/2016,07:05:37,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,559,PLM-WINDPLM-DB,485,16 mins 38 secs,1 mins 13 secs,17 mins 52 secs,17.52
Auto,8/8/2016,07:21:22,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,560,PLM-WINDPLM-DB,486,16 mins 18 secs,0 mins 43 secs,17 mins 1 secs,17.1
Auto,8/8/2016,08:54:34,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,561,PLM-WINDPLM-DB,487,15 mins 4 secs,0 mins 46 secs,15 mins 50 secs,15.50
Auto,8/8/2016,14:10:54,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,562,PLM-WINDPLM-DB,488,27 mins 45 secs,1 mins 12 secs,28 mins 58 secs,28.58
Manual,8/8/2016,14:37:10,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,15,PLM-NuclearPLM-DB,8,75 mins 9 secs,2 mins 11 secs,77 mins 20 secs,77.20
Manual,8/8/2016,16:10:51,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,305,PLM-ENERGYPLM-DB,230,21 mins 9 secs,0 mins 41 secs,21 mins 51 secs,21.51
Auto,8/9/2016,03:19:42,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,563,PLM-WINDPLM-DB,489,20 mins 50 secs,0 mins 55 secs,21 mins 45 secs,21.45
Auto,8/9/2016,05:33:51,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,564,PLM-WINDPLM-DB,490,6 mins 34 secs,0 mins 40 secs,7 mins 15 secs,7.15
Auto,8/9/2016,06:19:49,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,565,PLM-WINDPLM-DB,491,19 mins 13 secs,0 mins 44 secs,19 mins 57 secs,19.57
Auto,8/9/2016,06:57:49,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,566,PLM-WINDPLM-DB,492,18 mins 31 secs,0 mins 39 secs,19 mins 10 secs,19.10
Auto,8/9/2016,09:46:06,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,567,PLM-WINDPLM-DB,493,15 mins 18 secs,0 mins 44 secs,16 mins 3 secs,16.3
Auto,8/9/2016,10:39:31,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,568,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/9/2016,10:58:41,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,569,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/9/2016,12:15:30,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,41,PLM-POWERPLM-DB,30,51 mins 33 secs,1 mins 26 secs,53 mins 0 secs,53.0
Manual,8/9/2016,14:00:37,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,16,PLM-NuclearPLM-DB,9,72 mins 9 secs,1 mins 56 secs,74 mins 5 secs,74.5
Auto,8/10/2016,00:04:48,WINDPLM,DEV3,wind_dev_4_3_IB,app,PLM-WINDPLM-APP,570,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/10/2016,03:03:06,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,571,PLM-WINDPLM-DB,494,18 mins 45 secs,0 mins 47 secs,19 mins 32 secs,19.32
Auto,8/10/2016,03:56:42,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,572,PLM-WINDPLM-DB,495,20 mins 46 secs,0 mins 45 secs,21 mins 32 secs,21.32
Auto,8/10/2016,04:16:03,WINDPLM,DEV3,wind_dev_4_3_IB,app,PLM-WINDPLM-APP,573,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/10/2016,06:58:05,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,574,PLM-WINDPLM-DB,496,18 mins 56 secs,0 mins 40 secs,19 mins 36 secs,19.36
Auto,8/10/2016,07:30:39,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,575,PLM-WINDPLM-DB,497,18 mins 31 secs,0 mins 51 secs,19 mins 23 secs,19.23
Auto,8/10/2016,08:58:09,WINDPLM,DEV3,wind_dev_4_3_IB,app,PLM-WINDPLM-APP,576,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/10/2016,09:01:58,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,306,PLM-ENERGYPLM-DB,231,11 mins 1 secs,1 mins 6 secs,12 mins 8 secs,12.8
Auto,8/10/2016,09:17:49,WINDPLM,QA3,Release_4_3,app,PLM-WINDPLM-APP,577,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/10/2016,11:00:47,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,578,PLM-WINDPLM-DB,498,22 mins 18 secs,0 mins 43 secs,23 mins 2 secs,23.2
Auto,8/10/2016,11:17:01,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,579,PLM-WINDPLM-DB,499,16 mins 9 secs,0 mins 43 secs,16 mins 52 secs,16.52
Manual,8/10/2016,13:34:06,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,17,PLM-NuclearPLM-DB,10,33 mins 19 secs,2 mins 25 secs,35 mins 44 secs,35.44
Auto,8/10/2016,14:00:09,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,580,PLM-WINDPLM-DB,500,21 mins 31 secs,0 mins 52 secs,22 mins 23 secs,22.23
Auto,8/11/2016,00:00:08,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,581,PLM-WINDPLM-DB,501,17 mins 6 secs,0 mins 47 secs,17 mins 54 secs,17.54
Auto,8/11/2016,00:34:24,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,582,PLM-WINDPLM-DB,502,22 mins 13 secs,0 mins 46 secs,22 mins 59 secs,22.59
Auto,8/11/2016,01:58:30,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,583,PLM-WINDPLM-DB,503,6 mins 43 secs,0 mins 43 secs,7 mins 26 secs,7.26
Auto,8/11/2016,03:06:55,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,584,PLM-WINDPLM-DB,504,25 mins 1 secs,0 mins 59 secs,26 mins 1 secs,26.1
Auto,8/11/2016,03:30:50,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,585,PLM-WINDPLM-DB,505,24 mins 9 secs,0 mins 50 secs,25 mins 0 secs,25.0
Manual,8/11/2016,03:37:40,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,307,PLM-ENERGYPLM-DB,232,36 mins 12 secs,1 mins 3 secs,37 mins 16 secs,37.16
Auto,8/11/2016,03:57:26,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,586,PLM-WINDPLM-DB,506,16 mins 12 secs,0 mins 45 secs,16 mins 57 secs,16.57
Auto,8/11/2016,06:05:29,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,587,PLM-WINDPLM-DB,507,6 mins 34 secs,0 mins 43 secs,7 mins 17 secs,7.17
Auto,8/11/2016,06:29:09,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,588,PLM-WINDPLM-DB,508,15 mins 31 secs,0 mins 51 secs,16 mins 22 secs,16.22
Auto,8/11/2016,06:45:24,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,589,PLM-WINDPLM-DB,509,16 mins 19 secs,0 mins 49 secs,17 mins 8 secs,17.8
Auto,8/11/2016,06:59:54,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,590,PLM-WINDPLM-DB,510,14 mins 28 secs,0 mins 52 secs,15 mins 21 secs,15.21
Manual,8/11/2016,07:43:00,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,308,PLM-ENERGYPLM-DB,233,24 mins 58 secs,0 mins 43 secs,25 mins 42 secs,25.42
Auto,8/11/2016,08:56:50,WINDPLM,DEV3,wind_dev_4_3_IB,app,PLM-WINDPLM-APP,591,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/11/2016,09:54:37,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,592,PLM-WINDPLM-DB,511,15 mins 23 secs,0 mins 54 secs,16 mins 18 secs,16.18
Auto,8/11/2016,10:56:22,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,593,PLM-WINDPLM-DB,512,20 mins 21 secs,0 mins 40 secs,21 mins 1 secs,21.1
Auto,8/11/2016,11:16:03,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,594,PLM-WINDPLM-DB,513,19 mins 35 secs,0 mins 42 secs,20 mins 18 secs,20.18
Auto,8/11/2016,14:06:50,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,595,PLM-WINDPLM-DB,514,26 mins 56 secs,1 mins 6 secs,28 mins 2 secs,28.2
Manual,8/11/2016,14:51:52,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,18,PLM-NuclearPLM-DB,11,81 mins 26 secs,1 mins 50 secs,83 mins 16 secs,83.16
Auto,8/12/2016,00:00:50,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,596,PLM-WINDPLM-DB,515,23 mins 45 secs,0 mins 57 secs,24 mins 43 secs,24.43
Auto,8/12/2016,00:17:48,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,597,PLM-WINDPLM-DB,516,16 mins 54 secs,0 mins 49 secs,17 mins 43 secs,17.43
Auto,8/12/2016,02:54:50,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,598,PLM-WINDPLM-DB,517,20 mins 13 secs,0 mins 41 secs,20 mins 54 secs,20.54
Auto,8/12/2016,03:56:06,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,599,PLM-WINDPLM-DB,518,15 mins 22 secs,0 mins 48 secs,16 mins 10 secs,16.10
Manual,8/12/2016,04:00:34,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,309,PLM-ENERGYPLM-DB,234,26 mins 53 secs,1 mins 4 secs,27 mins 57 secs,27.57
Auto,8/12/2016,04:11:14,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,600,PLM-WINDPLM-DB,519,15 mins 40 secs,0 mins 46 secs,16 mins 26 secs,16.26
Manual,8/12/2016,06:02:22,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,601,PLM-WINDPLM-DB,520,15 mins 14 secs,0 mins 46 secs,16 mins 1 secs,16.1
Auto,8/12/2016,06:57:52,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,602,PLM-WINDPLM-DB,521,17 mins 10 secs,0 mins 57 secs,18 mins 7 secs,18.7
Auto,8/12/2016,07:17:31,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,603,,,20 mins 40 secs,,20 mins 40 secs,20.40
Auto,8/12/2016,07:33:39,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,604,PLM-WINDPLM-DB,522,15 mins 2 secs,0 mins 44 secs,15 mins 47 secs,15.47
Auto,8/12/2016,08:11:13,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,605,PLM-WINDPLM-DB,523,18 mins 39 secs,0 mins 49 secs,19 mins 29 secs,19.29
Auto,8/12/2016,08:57:44,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,606,PLM-WINDPLM-DB,524,19 mins 7 secs,0 mins 40 secs,19 mins 47 secs,19.47
Auto,8/12/2016,09:53:56,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,607,PLM-WINDPLM-DB,525,15 mins 6 secs,0 mins 52 secs,15 mins 58 secs,15.58
Manual,8/12/2016,12:21:55,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,310,PLM-ENERGYPLM-DB,235,14 mins 31 secs,0 mins 39 secs,15 mins 10 secs,15.10
Auto,8/12/2016,13:50:54,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,608,PLM-WINDPLM-DB,526,12 mins 13 secs,0 mins 59 secs,13 mins 12 secs,13.12
Manual,8/12/2016,15:10:21,ENERGYPLM,QA2,Release_6_0_91,app,PLM-ENERGYPLM-APP,311,,,25 mins 15 secs,,25 mins 15 secs,25.15
Auto,8/12/2016,17:51:06,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,609,PLM-WINDPLM-DB,527,10 mins 13 secs,0 mins 44 secs,10 mins 58 secs,10.58
Auto,8/12/2016,23:57:10,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,610,PLM-WINDPLM-DB,528,14 mins 58 secs,0 mins 44 secs,15 mins 43 secs,15.43
Auto,8/13/2016,01:21:13,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,611,PLM-WINDPLM-DB,529,20 mins 41 secs,0 mins 43 secs,21 mins 24 secs,21.24
Auto,8/13/2016,02:57:00,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,612,PLM-WINDPLM-DB,530,16 mins 7 secs,0 mins 58 secs,17 mins 5 secs,17.5
Auto,8/13/2016,13:47:53,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,613,PLM-WINDPLM-DB,531,9 mins 29 secs,0 mins 52 secs,10 mins 22 secs,10.22
Manual,8/15/2016,09:28:23,ENERGYPLM,QA2,Release_6_0_91,all,PLM-ENERGYPLM-APP,312,PLM-ENERGYPLM-DB,236,22 mins 44 secs,0 mins 43 secs,23 mins 27 secs,23.27
Manual,8/15/2016,10:30:07,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,21,PLM-NuclearPLM-DB,14,82 mins 34 secs,2 mins 24 secs,84 mins 58 secs,84.58
Manual,8/15/2016,11:25:52,ENERGYPLM,QA2,Release_6_0_91,app,PLM-ENERGYPLM-APP,313,,,25 mins 40 secs,,25 mins 40 secs,25.40
Manual,8/15/2016,13:16:55,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,314,PLM-ENERGYPLM-DB,237,11 mins 34 secs,0 mins 36 secs,12 mins 10 secs,12.10
Manual,8/15/2016,17:31:13,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,315,PLM-ENERGYPLM-DB,238,8 mins 52 secs,0 mins 37 secs,9 mins 30 secs,9.30
Manual,8/15/2016,18:22:40,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,316,PLM-ENERGYPLM-DB,239,9 mins 10 secs,0 mins 30 secs,9 mins 41 secs,9.41
Auto,8/16/2016,00:24:20,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,614,PLM-WINDPLM-DB,532,23 mins 22 secs,0 mins 47 secs,24 mins 10 secs,24.10
Manual,8/16/2016,00:53:48,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,317,PLM-ENERGYPLM-DB,240,10 mins 30 secs,0 mins 33 secs,11 mins 3 secs,11.3
Manual,8/16/2016,05:29:46,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,318,PLM-ENERGYPLM-DB,241,28 mins 0 secs,0 mins 44 secs,28 mins 44 secs,28.44
Auto,8/16/2016,07:00:54,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,615,PLM-WINDPLM-DB,533,20 mins 7 secs,0 mins 53 secs,21 mins 0 secs,21.0
Auto,8/16/2016,07:18:47,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,616,PLM-WINDPLM-DB,534,18 mins 12 secs,0 mins 37 secs,18 mins 49 secs,18.49
Auto,8/16/2016,07:34:26,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,617,PLM-WINDPLM-DB,535,15 mins 18 secs,0 mins 48 secs,16 mins 6 secs,16.6
Auto,8/16/2016,09:01:49,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,618,PLM-WINDPLM-DB,536,19 mins 38 secs,0 mins 45 secs,20 mins 24 secs,20.24
Manual,8/16/2016,09:02:07,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,319,PLM-ENERGYPLM-DB,242,28 mins 58 secs,1 mins 9 secs,30 mins 7 secs,30.7
Manual,8/16/2016,09:58:22,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,320,PLM-ENERGYPLM-DB,243,26 mins 49 secs,0 mins 42 secs,27 mins 31 secs,27.31
Auto,8/16/2016,09:59:47,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,619,PLM-WINDPLM-DB,537,18 mins 2 secs,0 mins 53 secs,18 mins 56 secs,18.56
Auto,8/16/2016,12:03:09,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,621,PLM-WINDPLM-DB,538,15 mins 37 secs,0 mins 47 secs,16 mins 25 secs,16.25
Manual,8/16/2016,12:31:54,ENERGYPLM,QA2,Release_6_0_91,all,PLM-ENERGYPLM-APP,321,PLM-ENERGYPLM-DB,244,26 mins 38 secs,0 mins 29 secs,27 mins 8 secs,27.8
Auto,8/16/2016,14:04:25,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,622,PLM-WINDPLM-DB,539,24 mins 59 secs,1 mins 9 secs,26 mins 9 secs,26.9
Manual,8/16/2016,14:43:00,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,22,PLM-NuclearPLM-DB,15,77 mins 28 secs,1 mins 55 secs,79 mins 23 secs,79.23
Manual,8/16/2016,14:54:40,ENERGYPLM,QA2,Release_6_0_91,db,PLM-ENERGYPLM-APP,322,PLM-ENERGYPLM-DB,245,9 mins 40 secs,0 mins 40 secs,10 mins 21 secs,10.21
Auto,8/16/2016,17:51:53,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,623,PLM-WINDPLM-DB,540,10 mins 43 secs,0 mins 47 secs,11 mins 30 secs,11.30
Auto,8/17/2016,00:00:17,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,624,PLM-WINDPLM-DB,541,16 mins 57 secs,0 mins 48 secs,17 mins 46 secs,17.46
Auto,8/17/2016,00:46:41,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,625,PLM-WINDPLM-DB,542,20 mins 15 secs,0 mins 45 secs,21 mins 0 secs,21.0
Auto,8/17/2016,01:39:35,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,626,PLM-WINDPLM-DB,543,24 mins 51 secs,1 mins 5 secs,25 mins 56 secs,25.56
Manual,8/17/2016,02:39:11,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,627,PLM-WINDPLM-DB,544,26 mins 58 secs,0 mins 43 secs,27 mins 42 secs,27.42
Auto,8/17/2016,03:02:04,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,628,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/17/2016,05:47:22,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,323,PLM-ENERGYPLM-DB,246,37 mins 23 secs,0 mins 34 secs,37 mins 57 secs,37.57
Auto,8/17/2016,07:09:47,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,629,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/17/2016,07:56:42,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,42,PLM-POWERPLM-DB,31,101 mins 40 secs,1 mins 37 secs,103 mins 17 secs,103.17
Auto,8/17/2016,09:03:49,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,630,PLM-WINDPLM-DB,545,21 mins 31 secs,0 mins 59 secs,22 mins 31 secs,22.31
Auto,8/17/2016,10:00:49,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,631,PLM-WINDPLM-DB,546,20 mins 54 secs,1 mins 29 secs,22 mins 23 secs,22.23
Auto,8/17/2016,10:59:59,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,632,PLM-WINDPLM-DB,547,19 mins 11 secs,0 mins 37 secs,19 mins 48 secs,19.48
Auto,8/17/2016,12:06:56,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,633,PLM-WINDPLM-DB,548,15 mins 50 secs,0 mins 47 secs,16 mins 38 secs,16.38
Manual,8/17/2016,12:43:22,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,634,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/17/2016,13:52:13,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,635,PLM-WINDPLM-DB,549,10 mins 49 secs,0 mins 58 secs,11 mins 48 secs,11.48
Manual,8/17/2016,14:10:47,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,23,PLM-NuclearPLM-DB,16,75 mins 31 secs,2 mins 15 secs,77 mins 46 secs,77.46
Manual,8/17/2016,15:20:10,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,43,PLM-POWERPLM-DB,32,81 mins 8 secs,1 mins 31 secs,82 mins 40 secs,82.40
Manual,8/17/2016,16:36:37,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,44,PLM-POWERPLM-DB,33,76 mins 52 secs,1 mins 3 secs,77 mins 56 secs,77.56
Auto,8/18/2016,01:36:18,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,636,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/18/2016,01:56:47,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,637,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/18/2016,02:04:16,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,638,PLM-WINDPLM-DB,550,6 mins 11 secs,0 mins 50 secs,7 mins 2 secs,7.2
Auto,8/18/2016,06:59:36,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,639,PLM-WINDPLM-DB,551,17 mins 36 secs,0 mins 55 secs,18 mins 32 secs,18.32
Auto,8/18/2016,07:17:10,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,640,PLM-WINDPLM-DB,552,17 mins 29 secs,0 mins 59 secs,18 mins 28 secs,18.28
Auto,8/18/2016,09:01:41,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,641,PLM-WINDPLM-DB,553,22 mins 19 secs,0 mins 53 secs,23 mins 12 secs,23.12
Manual,8/18/2016,09:08:04,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,324,PLM-ENERGYPLM-DB,247,21 mins 30 secs,0 mins 54 secs,22 mins 25 secs,22.25
Manual,8/18/2016,09:35:51,ENERGYPLM,QA2,Release_6_0_90_temp,all,PLM-ENERGYPLM-APP,325,PLM-ENERGYPLM-DB,248,27 mins 59 secs,0 mins 43 secs,28 mins 42 secs,28.42
Auto,8/18/2016,10:44:29,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,642,PLM-WINDPLM-DB,554,21 mins 22 secs,0 mins 44 secs,22 mins 6 secs,22.6
Auto,8/18/2016,10:59:17,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,643,PLM-WINDPLM-DB,555,14 mins 41 secs,0 mins 43 secs,15 mins 25 secs,15.25
Manual,8/18/2016,13:23:29,POWERPLM,QA1,Release_1_0,app,PLM-POWERPLM-APP,45,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/18/2016,14:10:32,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,644,PLM-WINDPLM-DB,556,22 mins 42 secs,0 mins 54 secs,23 mins 36 secs,23.36
Manual,8/18/2016,14:15:54,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,24,PLM-NuclearPLM-DB,17,78 mins 59 secs,2 mins 20 secs,81 mins 20 secs,81.20
Auto,8/18/2016,17:48:45,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,645,PLM-WINDPLM-DB,557,6 mins 42 secs,0 mins 56 secs,7 mins 38 secs,7.38
